date,name,email,type,section,action,x,y,condition,notes
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C152$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C172$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C182$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C337$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^COMT$/i,,manufacturer is not DE HAVILLAND,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^DC10$/i,,manufacturer is not MCDONNELL DOUGLAS,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^DOVE$/i,,manufacturer is not DE HAVILLAND,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F406$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^H25B$/i,,"manufacturer is not BRITISH AEROSPACE
",multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^H25C$/i,,"manufacturer is not BRITISH AEROSPACE
",multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^JCOM$/i,,manufacturer is not AERO COMMANDER,multiple manufacturers
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P337$/i,,manufacturer is not CESSNA,multiple manufacturers
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A1$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A20$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A3$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A37$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A4$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A50$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A504$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^A6$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^AJET$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^AMX$/i,,,military
5/17/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^AN22$/i,,,heavy turboprop; we have no fuel use equation or flight segments
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B1$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B14A$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B14B$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B17$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B23$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B24$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B26$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B29$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^B52$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BA46$/i,,,invalid code
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BCAT$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BDOG$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BU31$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BU33$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^BUC$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C101$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C130$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C15$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C17$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C2$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^C295$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^CAT$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^CDC6$/i,,,old
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^CL41$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^D7$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^D8$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^DH88$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^DR1$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^E2$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^E314$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^E3CF$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^E3TF$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^E767$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^ETAR$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^EUFI$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F104$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F106$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F111$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F117$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F14$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F15$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F16$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F18$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F22$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F3F$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F4$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F5$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F86$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^F9F$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^FOUG$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^GNAT$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^H111$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^HAR$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^HAWK$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^HCAT$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^JAGR$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^JPRO$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^JU52$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^K35A$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^K35E$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^K35R$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^KE3$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^KFIR$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^L13$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^L13M$/i,,,glider
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^L37$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^LA60$/i,,,not really whitelist manufacturer
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^LANC$/i,,,military
4/19/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^M326$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MF17$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MIR2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MIR4$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MIRA$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MOSQ$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MRF1$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^MYS4$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^NIM$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^O1$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^O3$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P38$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P40$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P47$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^P4Y$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^PILL$/i,,,not really whitelist manufacturer
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^R135$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^R2TH$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^RC70$/i,,,not really whitelist manufacturer
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^RFAL$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S108$/i,,,not really whitelist manufacturer
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S11$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S223$/i,,,not really whitelist manufacturer
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S2P$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S2T$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^S3$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SAND$/i,,,old
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SATA$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB05$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB29$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB32$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB35$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB37$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SB39$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SBD$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SH5$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SHAC$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SMB2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SR71$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^SS2P$/i,,,not really whitelist manufacturer
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^ST75$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T160$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T22M$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T33$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T34P$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T34T$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T37$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^T50$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TB30$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TBM$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TCAT$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TCOU$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TEX2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TOR$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TU16$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TU22$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TU4$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TU95$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TUCA$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^TUTR$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^U2$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^U21$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^U22$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^V1$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^V10$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^VALI$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^VAMP$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^VECT$/i,,,cancelled
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^VNOM$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^WCAT$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^X29$/i,,,experimental
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^X31$/i,,,experimental
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^X32$/i,,,experimental
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^Y130$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^Y141$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^Y18T$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YAK3$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YAK9$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK11$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK18$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK28$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK38$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK50$/i,,,military
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^YK53$/i,,,experimental
4/20/2011,Ian Hough,ian@brighterplanet.com,editorial,Designator,reject,/^Z37P$/i,,,not really whitelist manufacturer
